Series Name,Series Code,Country Name,Country Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Solomon Islands,SLB,..,67.47257,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Somalia,SOM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,South Africa,ZAF,92.44938,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,South Sudan,SSD,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Spain,ESP,97.34257,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sri Lanka,LKA,99.28454,99.27348,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,St. Kitts and Nevis,KNA,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,St. Lucia,LCA,97.69998,98.28723,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,St. Martin (French part),MAF,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,St. Vincent and the Grenadines,VCT,98.49428,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sudan,SDN,61.69883,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Suriname,SUR,86.07316,86.02531,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sweden,SWE,99.42418,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Switzerland,CHE,99.6231,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Syrian Arab Republic,SYR,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Tajikistan,TJK,99.09613,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Tanzania,TZA,84.56329,82.35094,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Thailand,THA,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Timor-Leste,TLS,96.16468,95.41421,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Togo,TGO,92.61436,94.692,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Tonga,TON,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Trinidad and Tobago,TTO,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Tunisia,TUN,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Turkey,TUR,94.8769,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Turkmenistan,TKM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Turks and Caicos Islands,TCA,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Tuvalu,TUV,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Uganda,UGA,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Ukraine,UKR,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,United Arab Emirates,ARE,98.74312,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,United Kingdom,GBR,99.56963,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,United States,USA,95.55776,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Uruguay,URY,99.64057,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Uzbekistan,UZB,98.59284,96.84487,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Vanuatu,VUT,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Venezuela, RB",VEN,89.68011,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Vietnam,VNM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Virgin Islands (U.S.),VIR,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,West Bank and Gaza,PSE,97.19359,97.10722,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Yemen, Rep.",YEM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Zambia,ZMB,85.10354,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Zimbabwe,ZWE,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Africa Eastern and Southern,AFE,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Africa Western and Central,AFW,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Arab World,ARB,85.14375,85.38422,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Caribbean small states,CSS,89.39624,88.92917,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Central Europe and the Baltics,CEB,92.81936,91.02484,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Early-demographic dividend,EAR,92.95517,92.98126,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,East Asia & Pacific,EAS,96.06234,95.98306,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,East Asia & Pacific (excluding high income),EAP,96.05127,96.01509,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,East Asia & Pacific (IDA & IBRD countries),TEA,96.03165,95.99521,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Euro area,EMU,97.97185,97.30733,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Europe & Central Asia,ECS,96.80918,96.05395,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Europe & Central Asia (excluding high income),ECA,95.21374,94.40977,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Europe & Central Asia (IDA & IBRD countries),TEC,95.40537,94.65785,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,European Union,EUU,97.42937,96.75901,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Fragile and conflict affected situations,FCS,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Heavily indebted poor countries (HIPC),HPC,80.84342,80.4261,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,High income,HIC,96.72005,96.26165,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,IBRD only,IBD,96.34989,96.18396,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,IDA & IBRD total,IBT,89.75034,89.76472,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,IDA blend,IDB,69.80069,71.55632,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,IDA only,IDX,81.94219,81.83126,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,IDA total,IDA,77.9828,78.47108,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Late-demographic dividend,LTE,96.57402,96.5026,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Latin America & Caribbean,LCN,95.65426,94.936,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Latin America & Caribbean (excluding high income),LAC,95.82656,95.1471,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Latin America & the Caribbean (IDA & IBRD countries),TLA,95.74658,94.98276,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Least developed countries: UN classification,LDC,81.33676,81.11042,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Low & middle income,LMY,89.73741,89.76124,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Low income,LIC,80.82132,80.48845,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Lower middle income,LMC,88.65092,88.88351,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Middle East & North Africa,MEA,94.77785,94.94395,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Middle East & North Africa (excluding high income),MNA,94.43117,94.73726,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Middle East & North Africa (IDA & IBRD countries),TMN,94.39968,94.71022,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Middle income,MIC,91.59186,91.71578,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,North America,NAC,95.83569,95.91021,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Not classified,INX,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,OECD members,OED,97.04347,96.6326,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Other small states,OSS,85.9297,85.59986,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Pacific island small states,PSS,77.95365,84.93737,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Post-demographic dividend,PST,96.57988,96.26935,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Pre-demographic dividend,PRE,75.69334,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Small states,SST,85.89277,86.06507,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,South Asia,SAS,91.36517,91.67923,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,South Asia (IDA & IBRD),TSA,91.36517,91.67923,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sub-Saharan Africa,SSF,78.11932,78.37222,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sub-Saharan Africa (excluding high income),SSA,78.11855,78.37147,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sub-Saharan Africa (IDA & IBRD countries),TSS,78.11932,78.37222,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Upper middle income,UMC,96.19291,96.12099,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,World,WLD,90.48209,90.45493,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Afghanistan,AFG,501.82838424615,473.31937079101,490.232314247094,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Albania,ALB,3722.95418204581,4326.33059600216,4319.48763879351,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Algeria,DZA,3313.94511446542,3219.97500656624,3114.08073043678,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,American Samoa,ASM,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Andorra,AND,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Angola,AGO,2866.8646724738,2000.54681666047,1700.31846065712,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Antigua and Barbuda,ATG,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Argentina,ARG,12497.7305065883,9676.81110681212,8160.57202868847,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Armenia,ARM,3522.86165736197,3685.76595659833,4024.13855827787,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Aruba,ABW,24369.2984384108,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Australia,AUS,42036.7964195284,44300.5622771677,42151.0863753148,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Austria,AUT,38448.4183463291,41712.2012661055,41179.5489288613,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Azerbaijan,AZE,3173.62533641056,3359.63815247828,3501.65035580474,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Bahamas, The",BHS,29372.0508485513,29629.2851821118,31439.336110223,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bahrain,BHR,20137.7773144713,20217.335477595,19490.5917854671,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bangladesh,BGD,1493.41610780938,1626.32028498981,1777.27629501266,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Barbados,BRB,14808.9411813016,15113.4841240121,15641.5267453333,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Belarus,BLR,4546.70156876706,4999.35741607868,5282.87364217284,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Belgium,BEL,36348.2916745025,39098.0855401263,38208.4492016769,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Belize,BLZ,3757.81186331108,3572.21157984123,3549.71620616658,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Benin,BEN,974.087916803935,1076.95273267022,1058.61679238682,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bermuda,BMU,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bhutan,BTN,2679.37634744915,2661.52142380735,2719.83169379838,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bolivia,BOL,2788.36932878184,2936.95449813964,2986.56981103908,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bosnia and Herzegovina,BIH,4513.78680118397,5071.97432561427,5113.44745542827,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Botswana,BWA,5545.61812072808,5799.84991888382,5617.68464805211,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Brazil,BRA,8818.87225458387,7850.80355128928,7628.82844968616,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,British Virgin Islands,VGB,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Brunei Darussalam,BRN,24609.8520902559,23891.5025440374,24693.8753198555,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bulgaria,BGR,6927.82714896913,7747.2401123215,8260.45733984195,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Burkina Faso,BFA,595.400326570585,672.842517002242,672.730660197173,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Burundi,BDI,207.326781073897,203.641323303068,199.88772761233,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cabo Verde,CPV,2698.99493296014,3005.01528253531,2997.5147732021,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cambodia,KHM,1155.87896552365,1254.23044728809,1377.34215477125,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cameroon,CMR,1194.96989049823,1278.04279866501,1262.06196028159,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Canada,CAN,36962.1502266728,37739.1153926647,37821.5891070651,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cayman Islands,CYM,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Central African Republic,CAF,387.537313218985,411.427923567092,404.480317193438,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Chad,TCD,472.45234978288,525.832175526393,524.175269756672,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Channel Islands,CHI,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Chile,CHL,11723.2110001775,12221.5691177737,11718.5485303935,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,China,CHN,7304.71053190375,8119.0858923848,8333.87684209314,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Colombia,COL,5308.52944394218,5501.39005285462,5246.15742406164,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Comoros,COM,1172.3063660678,1268.409847923,1228.46520754149,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Congo, Dem. Rep.",COD,393.691232674969,461.536356575269,506.955979681762,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Congo, Rep.",COG,1298.05151683111,984.467291173714,658.038487654372,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Costa Rica,CRI,10494.502871113,10712.7775585369,10791.9853849616,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cote d'Ivoire,CIV,1942.95592370713,2121.08847788205,2115.36891032062,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Croatia,HRV,11189.7484950264,12514.6711108935,12495.6520175361,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cuba,CUB,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Curacao,CUW,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cyprus,CYP,22640.5699001418,24779.6723934221,24377.743913501,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Czech Republic,CZE,15325.7780375851,17411.9182938631,17342.7220810602,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Denmark,DNK,48687.2120684181,52447.8442706525,51806.7364276828,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Djibouti,DJI,2598.76301857585,2899.050436472,2923.01784423715,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Dominica,DMA,6062.27005398084,6555.31597676849,6767.69522342189,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Dominican Republic,DOM,6828.6284410743,7204.53341888326,7406.01631941455,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Ecuador,ECU,4905.21442506797,4811.20979285605,4696.38070607536,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Egypt, Arab Rep.",EGY,2152.24599674059,2197.43453775144,2615.17260663242,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,El Salvador,SLV,3178.11118203061,3257.58567672158,3398.07648775028,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Equatorial Guinea,GNQ,4015.2178745876,4103.95526308923,3302.10555377672,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Eritrea,ERI,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Estonia,EST,16712.1041244236,19074.5806245758,19446.6423397839,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Eswatini,SWZ,3071.00477568967,3216.8643117285,2920.06613630358,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Ethiopia,ETH,620.934836927527,654.904147440391,744.143476533497,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Faroe Islands,FRO,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Fiji,FJI,4862.88544674046,5151.95266980861,4895.59433775759,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Finland,FIN,37786.2705105671,40882.3922660699,39812.0570709102,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,France,FRA,32664.0458026278,34884.9682973104,33723.902989713,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,French Polynesia,PYF,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Gabon,GAB,4923.51898753204,5186.12376425032,5003.58455245096,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Gambia, The",GMB,510.323617249799,576.457997155053,612.177984199603,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Georgia,GEO,3512.17840826118,3867.54537721688,3977.48712965705,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Germany,DEU,37528.6073210371,40263.990413002,39093.1996326587,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Ghana,GHA,1657.98254914346,1801.55746597413,1832.48958772678,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Gibraltar,GIB,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Greece,GRC,15517.5246407086,16411.6460414302,16096.9264707927,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Greenland,GRL,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Grenada,GRD,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Guam,GUM,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Guatemala,GTM,3710.88845195335,3772.87359108891,3929.84326917633,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Guinea,GIN,722.745664250567,727.109358917603,843.559893729555,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Guinea-Bissau,GNB,703.845946858424,737.129751535263,711.898735993866,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Guyana,GUY,5609.89234909711,5835.4449191537,6339.71890410458,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Haiti,HTI,1217.70579831464,1358.244155238,1200.58465196659,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Honduras,HND,2154.35420061478,2156.47373017256,2235.50112385079,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Hong Kong SAR, China",HKG,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Hungary,HUN,11606.4599372229,13225.6078148571,13581.6931617809,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Iceland,ISL,58309.3837407228,58614.2644783846,57828.9631734917,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,India,IND,1734.58342289155,1752.68632781539,1821.96092080272,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Indonesia,IDN,3037.63768732221,3085.96981205508,3280.30755144595,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Iran, Islamic Rep.",IRN,4358.19343909293,4236.87993337309,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Iraq,IRQ,4057.35415119141,4359.27789030331,4545.38263358079,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Ireland,IRL,38097.5436940357,41915.9997626926,43036.406861696,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Isle of Man,IMN,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Israel,ISR,34994.6099354894,36077.1635092028,37638.0531465628,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Italy,ITA,26863.256691728,28888.0534118716,27895.0742725717,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Jamaica,JAM,4540.05821079539,4748.05575965982,5040.16108936179,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Japan,JPN,31222.0522563803,31783.5911183961,32481.5089200843,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Jordan,JOR,3928.72160599471,4014.37741016578,4131.54277886755,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Kazakhstan,KAZ,6623.47517568297,6505.76254663865,6716.63943394609,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Kenya,KEN,1294.42639170524,1414.02219688384,1492.07039951071,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Kiribati,KIR,3021.84209470852,3017.26483297718,3125.53275249255,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Korea, Rep.",KOR,25894.6227684838,27244.2583309196,25752.1242670731,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Kosovo,XKX,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Kuwait,KWT,29389.2718020831,32213.9128138314,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Kyrgyz Republic,KGZ,959.208078467055,1070.50345549466,1052.8783009516,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Lao PDR,LAO,1899.680861573,1980.37602805815,2034.73940607107,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Latvia,LVA,12157.8699079366,13748.6281738753,13773.7448666177,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Lebanon,LBN,6420.70184726265,6512.62209988721,5952.84324562508,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Lesotho,LSO,1085.83478396246,1183.73157449122,1130.66611767879,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Liberia,LBR,432.226452222963,427.6328649398,379.586074357333,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Libya,LBY,5122.39519165657,6685.18511560918,6414.60371631824,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Liechtenstein,LIE,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Lithuania,LTU,14133.0796518915,16198.3413944481,16504.322142161,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Luxembourg,LUX,56321.9159705666,60224.5512809739,60409.1455410053,..,..
